UBIGEO,NOMCP,DEP,DIST
090717,Ccelloccasa,HUANCAVELICA,SURCUBAMBA
090717,Cocha,HUANCAVELICA,SURCUBAMBA
090707,Carrizal,HUANCAVELICA,HUACHOCOLPA
090717,Toccyasca,HUANCAVELICA,SURCUBAMBA
090717,Matara,HUANCAVELICA,SURCUBAMBA
090707,Cochabamba Chico,HUANCAVELICA,HUACHOCOLPA
090707,Muyococha,HUANCAVELICA,HUACHOCOLPA
090717,Jatun Pampa,HUANCAVELICA,SURCUBAMBA
090707,Cañaypata,HUANCAVELICA,HUACHOCOLPA
150812,Isla San Martin,LIMA,VEGUETA
150201,Chorrillos,LIMA,BARRANCA
190107,Huaracpalpan,PASCO,PAUCARTAMBO
100506,Siptag,HUANUCO,MIRAFLORES
100602,Ricardo Herrera,HUANUCO,DANIEL ALOMIA ROBLES
100602,Juan Velasco Alvarado,HUANUCO,DANIEL ALOMIA ROBLES
100602,Nuevo Tupac Amaru,HUANUCO,DANIEL ALOMIA ROBLES
021204,Baños El Pato,ANCASH,HUAYLAS
100704,Alianza,HUANUCO,LA MORADA
100704,Alto Alianza de Magdalena,HUANUCO,LA MORADA
100602,Maronilla,HUANUCO,DANIEL ALOMIA ROBLES
250301,Yuracyacu,UCAYALI,PADRE ABAD
250301,Miguel Grau,UCAYALI,PADRE ABAD
100602,San Pedro de Huayhuante,HUANUCO,DANIEL ALOMIA ROBLES
100602,Micaela Bastidas,HUANUCO,DANIEL ALOMIA ROBLES
100602,San Agustin,HUANUCO,DANIEL ALOMIA ROBLES
100602,Hermilio Valdizan,HUANUCO,DANIEL ALOMIA ROBLES
250301,Minas de Sal,UCAYALI,PADRE ABAD
100602,San Sebastian,HUANUCO,DANIEL ALOMIA ROBLES
100602,Sortilegio,HUANUCO,DANIEL ALOMIA ROBLES
250301,Cumbre Divisoria,UCAYALI,PADRE ABAD
100602,La Vega,HUANUCO,DANIEL ALOMIA ROBLES
100602,Rio Azul,HUANUCO,DANIEL ALOMIA ROBLES
100602,Jose Maria Ugarteche,HUANUCO,DANIEL ALOMIA ROBLES
100602,Capitan Marino Bustamante,HUANUCO,DANIEL ALOMIA ROBLES
250301,Santa Rosa,UCAYALI,PADRE ABAD
250301,3 de Octubre,UCAYALI,PADRE ABAD
250301,Previsto,UCAYALI,PADRE ABAD
250301,Nuevo Mundo,UCAYALI,PADRE ABAD
250301,Chancadora,UCAYALI,PADRE ABAD
250301,Hidayacu,UCAYALI,PADRE ABAD
250301,Margarita,UCAYALI,PADRE ABAD
250301,Nueva Palestina,UCAYALI,PADRE ABAD
100604,Bajo Cotomono,HUANUCO,JOSE CRESPO Y CASTILLO
250301,Alto Previsto,UCAYALI,PADRE ABAD
100602,Simon Bolivar,HUANUCO,DANIEL ALOMIA ROBLES
250301,Shambo,UCAYALI,PADRE ABAD
250301,Alto Oriental,UCAYALI,PADRE ABAD
250301,Paujil,UCAYALI,PADRE ABAD
250301,Progreso de Santa Ana,UCAYALI,PADRE ABAD
250301,Mediacion,UCAYALI,PADRE ABAD
100602,Santa Rosa Vista Alegre,HUANUCO,DANIEL ALOMIA ROBLES
250301,Alto Shambillo,UCAYALI,PADRE ABAD
250301,Santa Ana,UCAYALI,PADRE ABAD
250301,Inca Garcilazo de La Vega,UCAYALI,PADRE ABAD
250301,Nueva Union,UCAYALI,PADRE ABAD
250301,Boqueron,UCAYALI,PADRE ABAD
100602,Puerto Alegre,HUANUCO,DANIEL ALOMIA ROBLES
100602,San Isidro,HUANUCO,DANIEL ALOMIA ROBLES
100602,Rio Azul,HUANUCO,DANIEL ALOMIA ROBLES
100602,Shangai,HUANUCO,DANIEL ALOMIA ROBLES
100602,Micaela Bastidas,HUANUCO,DANIEL ALOMIA ROBLES
250301,Margarita,UCAYALI,PADRE ABAD
100602,Jose Bernardo Alcedo,HUANUCO,DANIEL ALOMIA ROBLES
100602,Nuevo Mundo,HUANUCO,DANIEL ALOMIA ROBLES
250301,Ericka,UCAYALI,PADRE ABAD
250301,El Porvenir,UCAYALI,PADRE ABAD
250301,Llanta Blanca,UCAYALI,PADRE ABAD
250301,Huacamaillo,UCAYALI,PADRE ABAD
250301,Nueva Delicia,UCAYALI,PADRE ABAD
250301,Huipoca,UCAYALI,PADRE ABAD
250301,Reifsnyder,UCAYALI,PADRE ABAD
250301,Micaela Bastidas,UCAYALI,PADRE ABAD
250301,Valle del Sion,UCAYALI,PADRE ABAD
250301,Aguas Verdes,UCAYALI,PADRE ABAD
250301,Tarhuaquillo,UCAYALI,PADRE ABAD
250301,Andres Avelino Caceres,UCAYALI,PADRE ABAD
250301,Vigo,UCAYALI,PADRE ABAD
250301,Miguel Grau,UCAYALI,PADRE ABAD
250301,Alto Huipoca,UCAYALI,PADRE ABAD
250301,San Antonio Bajo,UCAYALI,PADRE ABAD
250301,Nuevo Paraiso,UCAYALI,PADRE ABAD
250301,Nuevo Porvenir Santa Anita,UCAYALI,PADRE ABAD
250301,Pampa Hermosa,UCAYALI,PADRE ABAD
250301,Bellavista,UCAYALI,PADRE ABAD
250301,Nuevo Progreso,UCAYALI,PADRE ABAD
250301,Monterrey,UCAYALI,PADRE ABAD
250301,Tara Huaca,UCAYALI,PADRE ABAD
250301,San Antonio Alto,UCAYALI,PADRE ABAD
250301,Nueva Delicia,UCAYALI,PADRE ABAD
250301,Inca Roca,UCAYALI,PADRE ABAD
250301,Pampa Libre,UCAYALI,PADRE ABAD
250301,Nuevo Jaen,UCAYALI,PADRE ABAD
250301,Alto Zabalo,UCAYALI,PADRE ABAD
250301,Blanco,UCAYALI,PADRE ABAD
250301,Zavalo,UCAYALI,PADRE ABAD
250301,Masoica,UCAYALI,PADRE ABAD
250301,Cerro Colorado,UCAYALI,PADRE ABAD
130804,Rosas,LA LIBERTAD,HUANCASPATA
130804,Yamuyanca,LA LIBERTAD,HUANCASPATA
130804,Fundo Tancaybamba,LA LIBERTAD,HUANCASPATA
130804,Pariamarca,LA LIBERTAD,HUANCASPATA
130804,Yamuyanga,LA LIBERTAD,HUANCASPATA
130804,Fundo Yanaranra,LA LIBERTAD,HUANCASPATA
130804,Santa Cruz,LA LIBERTAD,HUANCASPATA
221005,Valle Shunte,SAN MARTIN,UCHIZA
221001,Palmas del Espino,SAN MARTIN,TOCACHE
221005,La Florion,SAN MARTIN,UCHIZA
221005,Lisboa,SAN MARTIN,UCHIZA
221005,Palma del Espino,SAN MARTIN,UCHIZA
221005,San Juan de Ollates,SAN MARTIN,UCHIZA
221005,La Florida,SAN MARTIN,UCHIZA
221005,Santa Elena,SAN MARTIN,UCHIZA
221001,Roca Fuerte,SAN MARTIN,TOCACHE
221005,Huaynabe,SAN MARTIN,UCHIZA
221005,Nueva Union,SAN MARTIN,UCHIZA
221001,Campo de Aviacion,SAN MARTIN,TOCACHE
221001,Jose Carlos Mariategui,SAN MARTIN,TOCACHE
221005,Campo de Aviacion de Santa Lucia,SAN MARTIN,UCHIZA
221005,Shapaja,SAN MARTIN,UCHIZA
221005,Ramal de Cachiyacu,SAN MARTIN,UCHIZA
221005,San Miguel de Yonte,SAN MARTIN,UCHIZA
221005,Union Cadena,SAN MARTIN,UCHIZA
221005,Cairo,SAN MARTIN,UCHIZA
221001,Pedro Rondoi,SAN MARTIN,TOCACHE
221005,Alto Loboyacu,SAN MARTIN,UCHIZA
221005,La Parcela,SAN MARTIN,UCHIZA
221005,Santa Lucia,SAN MARTIN,UCHIZA
221005,Ocho de Julio,SAN MARTIN,UCHIZA
221005,Villa Hermosa,SAN MARTIN,UCHIZA
221005,Puerto Belen,SAN MARTIN,UCHIZA
221005,Santa Ana,SAN MARTIN,UCHIZA
221001,Palmawasi,SAN MARTIN,TOCACHE
221005,Cachiyacu,SAN MARTIN,UCHIZA
221005,Inca Roca Loboyacu,SAN MARTIN,UCHIZA
221005,Cascarilla,SAN MARTIN,UCHIZA
221005,Pampa Hermosa,SAN MARTIN,UCHIZA
221005,Sarai Bajo Camote,SAN MARTIN,UCHIZA
250301,Santa Ana,UCAYALI,PADRE ABAD
250301,Nueva Leticia,UCAYALI,PADRE ABAD
250301,Leticia,UCAYALI,PADRE ABAD
250301,Vigo,UCAYALI,PADRE ABAD
130403,Prieto,LA LIBERTAD,PUEBLO NUEVO
130701,El Milagro,LA LIBERTAD,SAN PEDRO DE LLOC
130702,La Pampilla,LA LIBERTAD,GUADALUPE
220204,Huito,SAN MARTIN,HUALLAGA
220204,Angamos / Puerto Arturo,SAN MARTIN,HUALLAGA
220605,Las Brisas De Cuiumbuza,SAN MARTIN,PAJARILLO
220605,Monte Cristo,SAN MARTIN,PAJARILLO
060407,Tunel,CAJAMARCA,COCHABAMBA
220914,Ramon Castilla,SAN MARTIN,SHAPAJA
200801,Pan de Azufre,PIURA,SECHURA
200801,Minchales,PIURA,SECHURA
200801,Alto Paulino,PIURA,SECHURA
200801,Alto el Roque,PIURA,SECHURA
140308,Algodona,LAMBAYEQUE,OLMOS
140308,Palo Blanco,LAMBAYEQUE,OLMOS
140308,Piedra Blanca,LAMBAYEQUE,OLMOS
140308,La Ramadita,LAMBAYEQUE,OLMOS
200304,Faiquepampa,PIURA,HUARMACA
060607,Moshoqueque,CAJAMARCA,QUEROCOTILLO
200304,Ladino,PIURA,HUARMACA
200304,Corral pampa,PIURA,HUARMACA
060610,Casiampata,CAJAMARCA,SAN LUIS DE LUCMA
060610,Huaylulo,CAJAMARCA,SAN LUIS DE LUCMA
060610,Pampa De La Rioja,CAJAMARCA,SAN LUIS DE LUCMA
060610,El Cardon,CAJAMARCA,SAN LUIS DE LUCMA
060610,La Sada,CAJAMARCA,SAN LUIS DE LUCMA
010703,Vera Cruz,AMAZONAS,CUMBA
060610,Llushcapampa,CAJAMARCA,SAN LUIS DE LUCMA
060610,Sipian,CAJAMARCA,SAN LUIS DE LUCMA
060610,La Ramada,CAJAMARCA,SAN LUIS DE LUCMA
060610,Las Iglesias,CAJAMARCA,SAN LUIS DE LUCMA
060610,La Cubillina,CAJAMARCA,SAN LUIS DE LUCMA
060610,La Laguna,CAJAMARCA,SAN LUIS DE LUCMA
060605,Los Puentes,CAJAMARCA,LA RAMADA
060610,Tambillo,CAJAMARCA,SAN LUIS DE LUCMA
060610,La Shita,CAJAMARCA,SAN LUIS DE LUCMA
060610,Cochagan,CAJAMARCA,SAN LUIS DE LUCMA
060610,Corralcucho,CAJAMARCA,SAN LUIS DE LUCMA
060610,Suro Chico,CAJAMARCA,SAN LUIS DE LUCMA
060610,Valle Grande,CAJAMARCA,SAN LUIS DE LUCMA
010523,Salinas,AMAZONAS,TRITA
010523,Pampa Hermosa,AMAZONAS,TRITA
010509,Romerillo,AMAZONAS,LUYA
010509,Chaquil,AMAZONAS,LUYA
010509,Trita,AMAZONAS,LUYA
010509,Quirilita,AMAZONAS,LUYA
010523,Corazon de Jesus,AMAZONAS,TRITA
010523,Chuchirita,AMAZONAS,TRITA
010523,Cohetashon,AMAZONAS,TRITA
010523,Huaychopampa,AMAZONAS,TRITA
010523,Corobamba,AMAZONAS,TRITA
010509,Luya Viejo,AMAZONAS,LUYA
010509,San Miguel de Cruzpata,AMAZONAS,LUYA
010509,Santa Rosa,AMAZONAS,LUYA
010116,Olleros,AMAZONAS,OLLEROS
220510,Lejia,SAN MARTIN,TABALOSOS
200404,Redondito,PIURA,LA MATANZA
200404,Morante,PIURA,LA MATANZA
200404,El Virrey,PIURA,LA MATANZA
140308,El Oberito,LAMBAYEQUE,OLMOS
140308,Tallos,LAMBAYEQUE,OLMOS
060809,Linderos,CAJAMARCA,SALLIQUE
060811,Puerta Del Eden,CAJAMARCA,SAN JOSE DEL ALTO
010202,Primavera,AMAZONAS,ARAMANGO
010202,Santa Fe,AMAZONAS,ARAMANGO
010202,Paytupana,AMAZONAS,ARAMANGO
010202,Salinas,AMAZONAS,ARAMANGO
010202,Tupaytupana,AMAZONAS,ARAMANGO
010202,La Union,AMAZONAS,ARAMANGO
010202,Salinas,AMAZONAS,ARAMANGO
010202,Puerto Salinas,AMAZONAS,ARAMANGO
010202,Tipuco,AMAZONAS,ARAMANGO
010202,Pomara,AMAZONAS,ARAMANGO
200501,Los Cangrejos,PIURA,PAITA
200602,Santa Teresita,PIURA,BELLAVISTA
200206,Paderones,PIURA,PACAIPAMPA
060905,La Balsa,CAJAMARCA,NAMBALLE
060905,Represa,CAJAMARCA,NAMBALLE
200201,La Union,PIURA,AYABACA
160403,Macahua,LORETO,YAVARI
160803,Nuevo Peru,LORETO,TENIENTE MANUEL CLAVERO
