UBIGEO,NOMBRE,DEPARTAMENTO,DISTRITO
150140,RENOVA MEDIC - SEDE CHACARILLA,LIMA,SANTIAGO DE SURCO
150120,CONSULTORIO DRA. MELISSA HERENCIA,LIMA,MAGDALENA DEL MAR
040103,DENTA VITALIS E.I.R.L.,AREQUIPA,CAYMA
200104,LABORATORIO DE ANALISIS CLINICOS Y ANATOMIA PATOLOGICA PASTEUR S.A.C.,PIURA,CASTILLA
200115,REHABILITA PERÚ,PIURA,VEINTISEIS DE OCTUBRE
080101,SANTA MARIA DE GUADALUPE,CUSCO,CUSCO
060105,UMY KM 37,CAJAMARCA,ENCAÑADA
220910,CENTRO MEDICO TARAPOTO,SAN MARTIN,MORALES
220901,CONSULTORIO MÉDICO DR. MARTÍN NÚÑEZ,SAN MARTIN,TARAPOTO
150801,POLICLINICO CENTRAL SALUD,LIMA,HUACHO
200101,CLINICA MADRE DEL PERPETUO SOCORRO,PIURA,PIURA
080406,TIRACANCHA,CUSCO,SAN SALVADOR
150116,FEMINACARE,LIMA,LINCE
081201,SITUA WASI,CUSCO,URCOS
150116,DENTAL FEBRES,LIMA,LINCE
020801,CENTRO DE SALUD MENTAL COMUNITARIO DEL ETERNO SOL,ANCASH,CASMA
150131,DIABETIKA,LIMA,SAN ISIDRO
040109,Consultorio Médico Cubanomedic,AREQUIPA,MARIANO MELGAR
160108,B.A.P. RIO UCAYALI  II,LORETO,PUNCHANA
040112,POLICLINICO FRAY MARTIN DE PORRAS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,AREQUIPA,PAUCARPATA
150135,CONSULTORIO SOR CLARISA,LIMA,SAN MARTIN DE PORRES
200101,E & M CLINICA DENTAL,PIURA,PIURA
230101,Consultorio Obstétrico VIDA MUJER,TACNA,TACNA
150806,CONSULTORIO ODONTOLOGICO LORENZO,LIMA,HUAURA
160101,DENTAL BELEN,LORETO,IQUITOS
200104,“CENTRO MÉDICO-RADIÓLOGO DSC”,PIURA,CASTILLA
220910,CONSULTORIO ODONTOLOGICO VITA,SAN MARTIN,MORALES
050110,CONSULTORIO DENTAL DUO DENT,AYACUCHO,SAN JUAN BAUTISTA
200306,PUESTO DE SALUD I-1 CHANRRO,PIURA,SAN MIGUEL DE EL FAIQUE
150113,CONSULTORIO MEDICO ENDOCRINO,LIMA,JESUS MARIA
220101,LIZANA DENT-ODONTOLOGIA INTEGRAL,SAN MARTIN,MOYOBAMBA
200101,CENTRO NEUMOLÓGICO DEL NORTE RESPIRA S.A.C,PIURA,PIURA
150137,CONSULTORIOS ODONTOLÓGICOS HAPPYDENT CR,LIMA,SANTA ANITA
050507,PUESTO DE SALUD GLORIAPATA,AYACUCHO,SANTA ROSA
140201,LABORATORIO DE ANALISIS CLINICOS NUESTRA SEÑORA DE GUADALUPE,LAMBAYEQUE,FERREÑAFE
040126,ATARAMA & BELLINA ODONTOLOGIA INTEGRAL,AREQUIPA,YANAHUARA
200101,CENTRO DE ANÁLISIS BIOLÓGICOS SANTA MARÍA,PIURA,PIURA
080703,TINCURCA,CUSCO,CHAMACA
080701,CANGALLE,CUSCO,SANTO TOMAS
070105,CSO CONSULTORIO MEDICO IMARPE,CALLAO,LA PUNTA
050101,TOPICO GRUPO MASS,AYACUCHO,AYACUCHO
080101,QUIN PERU,CUSCO,CUSCO
220402,PUESTO DE SALUD VALLE GRANDE,SAN MARTIN,ALTO SAPOSOA
120133,SUMAQ WARMI,JUNIN,SAPALLANGA
130101,FISIOMEDIC PLUS,LA LIBERTAD,TRUJILLO
150114,DENTAL Q,LIMA,LA MOLINA
200104,CENTRO ODONTOLÓGICO “ODONTO BAUTISTA”,PIURA,CASTILLA
150101,ODONTOLOGIA INTEGRAL Y ORTODONCIA,LIMA,LIMA
200101,CONSULTORIO DENTAL ODONTOLIKE,PIURA,PIURA
200115,RAYDEM,PIURA,VEINTISEIS DE OCTUBRE
130107,ONCORAD SAC,LA LIBERTAD,MOCHE
150101,REJUVENESS,LIMA,LIMA
150116,IPLF - INSTITUTO PERUANO LASER DE FRENILLOS,LIMA,LINCE
200115,CLINICA DENTAL TEMOCHE E.I.R.L,PIURA,VEINTISEIS DE OCTUBRE
200105,CONSULTORIO MÉDICO MONZÓN,PIURA,CATACAOS
110101,SALUD FEMENINA,ICA,ICA
150108,ORTOESTHETIC DENTAL,LIMA,CHORRILLOS
150116,INSTITUTO DE GAMMA KNIFE DEL PACIFICO SAC,LIMA,LINCE
081304,PERUANO SUIZA MACHUPICCHU,CUSCO,MACHUPICCHU
040102,IOTS - CENTRO ESPECIALIZADO EN TRAUMATOLOGÍA Y REHABILITACIÓN,AREQUIPA,ALTO SELVA ALEGRE
150117,R DENTAL STUDIO,LIMA,LOS OLIVOS
120209,MAMAC,JUNIN,MARISCAL CASTILLA
110507,San Clemente - TGP,ICA,SAN CLEMENTE
160113,MOLECULAR DAZHEN DIAGNOSTICO MEDICO ESPECIALIZADO,LORETO,SAN JUAN BAUTISTA
120107,CCORIAN GINECOLOGIA Y OBSTETRCIA ESPECIALIZADA,JUNIN,CHILCA
080101,DERMASKIN,CUSCO,CUSCO
211101,SS MARBEL EIRL,PUNO,JULIACA
120101,LABORATORIOS KONEMAN,JUNIN,HUANCAYO
070106,CONSULTORIOS PSICOLOGICOS METANOIA,CALLAO,VENTANILLA
140112,VIRGEN DEL SANTUARIO,LAMBAYEQUE,PIMENTEL
040126,RINOESTETIC,AREQUIPA,YANAHUARA
080101,ODONTOMESTAS,CUSCO,CUSCO
211101,POLICLINICO SANAFE,PUNO,JULIACA
250105,CLINICA LA ESPERANZA,UCAYALI,YARINACOCHA
150110,CONSULTORIO ODONTOLÓGICO DENTHIVEL,LIMA,COMAS
150810,CENTRO MEDICO FAMILIA Y SALUD,LIMA,SANTA MARIA
120101,DENTAL ARONE,JUNIN,HUANCAYO
170101,JOSE TAYA,MADRE DE DIOS,TAMBOPATA
140101,Fray Martin,LAMBAYEQUE,CHICLAYO
080601,NUESTRO SEÑOR DE PAMPACUCHO,CUSCO,SICUANI
150135,VenSonrisas 07,LIMA,SAN MARTIN DE PORRES
130101,PEDIANORTE,LA LIBERTAD,TRUJILLO
200101,CONSULTORIOS MEDICOS Y SERVICIOS MEDICOS PIURA E.I.R.L.,PIURA,PIURA
160101,J & F ESTRADA S.R.L,LORETO,IQUITOS
080106,DIVINA FAMILIA SANTIAGO,CUSCO,SANTIAGO
150101,CONSULTORIO MEDICO DELFOS,LIMA,LIMA
150103,CENTRO MEDICO BRACAMONTE,LIMA,ATE
150135,ENPADENT,LIMA,SAN MARTIN DE PORRES
080108,CM CUBA CARIBE SAC.,CUSCO,WANCHAQ
211101,"CENTRO DE SALUD MENTAL COMUNITARIO ""SAN ISIDRO LABRADOR""",PUNO,JULIACA
160109,PUESTO DE SALUD I-1 YABUYANOS,LORETO,PUTUMAYO
040117,SINALGIA CENTRO DE MEDICINA FISICA Y RAHABILITACION,AREQUIPA,SACHACA
150810,CENTRO MEDICO MIRAMAR BVC S.A.C.,LIMA,SANTA MARIA
130101,AMBULANCIAS ALERTA 24,LA LIBERTAD,TRUJILLO
150113,CENTRO DE ESPECIALIDADES MEDICAS LIMA,LIMA,JESUS MARIA
150120,POLICLINICO MUNICIPAL CORAZON DE MARIA,LIMA,MAGDALENA DEL MAR
200114,LABORATORIO DE ANALISIS CLINICOS  Biolabs,PIURA,TAMBO GRANDE
200104,CLINICA SAGRADA FAMILIA E.I.R.L,PIURA,CASTILLA
050116,CENTRO MEDICO ESPECIALIZADO MARIA AUXILIADORA,AYACUCHO,ANDRES AVELINO CACERES D.
230101,CONSULTORIO OBSTETRICO SER MUJER,TACNA,TACNA
080101,DR RONALD ASTETE CANDIA,CUSCO,CUSCO
080901,C.M LA CONVENCION - QUILLABAMBA,CUSCO,SANTA ANA
160101,TOPICO E INYECTABLE PARTICIPACIÒN - MI DOCTOR,LORETO,IQUITOS
150810,CONSORCIO PERU MEDIC S.A.C,LIMA,SANTA MARIA
150120,INSTITUTO PARA EL DESARROLLO INFANTIL - ARIE,LIMA,MAGDALENA DEL MAR
110101,ECOFETAL,ICA,ICA
150805,CONSULTORIO PEDIATRICO,LIMA,HUALMAY
160601,PUESTO DE SALUD I-1 SAN ROQUE DEL UCAYALI,LORETO,CONTAMANA
120114,HAMPEQ,JUNIN,EL TAMBO
150131,HYPERBARIC SOLUTIONS S.A.C.,LIMA,SAN ISIDRO
230101,MEDICAL MEDIC,TACNA,TACNA
080403,HUARQUI,CUSCO,LAMAY
070101,CONSULTORIO MEDICO VERSALLES,CALLAO,CALLAO
211101,HOGAR PROTEGIDO VIRGEN DE LAS MERCEDES,PUNO,JULIACA
200114,CENTRO MEDICO ´´MADRID´´,PIURA,TAMBO GRANDE
150101,INLUXURY,LIMA,LIMA
