UBIGEO,NOMBRE,DEPARTAMENTO,DISTRITO
010110,LEYMEBAMBA,AMAZONAS,LEIMEBAMBA
010110,CHILCHOS,AMAZONAS,LEIMEBAMBA
010305,FANRRE,AMAZONAS,CUISPES
060105,MICUYPAMPA,CAJAMARCA,ENCAÑADA
010505,CONILA COHECHAN,AMAZONAS,CONILA
060601,SALABAMBA,CAJAMARCA,CUTERVO
200101,OPTICAS  VILLANUEVA,PIURA,PIURA
060614,MOCHADIN,CAJAMARCA,SOCOTA
061105,QUINDEN BAJO,CAJAMARCA,EL PRADO
060502,LLALLAN,CAJAMARCA,CHILETE
061303,CULDEN,CAJAMARCA,CATACHE
130112,ALTO  TRUJILLO,LA LIBERTAD,ALTO TRUJILLO
080901,SAN AGUSTIN,CUSCO,SANTA ANA
200801,POSTA MEDICA SECHURA,PIURA,SECHURA
100601,SANIDAD DEL BTN FFEE Nº 313,HUANUCO,RUPA-RUPA
150110,DENTAL SANTA ROSA,LIMA,COMAS
080404,SUYO,CUSCO,LARES
150801,BEAUTY DENT,LIMA,HUACHO
030304,CALCAUSO,APURIMAC,JUAN ESPINOZA MEDRANO
110201,CLINICA DE LOS VASQUEZ S.A.C.,ICA,CHINCHA ALTA
200701,SEGUSALUT S.R.L,PIURA,PARIÑAS
040122,AREQUIPA - EP MUJERES -INPE,AREQUIPA,SOCABAYA
130101,ONCORAD S.A.C.,LA LIBERTAD,TRUJILLO
080106,OXIGEN MEDICAL NETWORK,CUSCO,SANTIAGO
100608,ENFERMERÍA MILITAR DEL BING COMB N° 112,HUANUCO,CASTILLO GRANDE
150122,CONSULTORIO ESTETICA LASER,LIMA,MIRAFLORES
010609,NUEVO CHACHAPOYAS,AMAZONAS,OMIA
140108,VALLE HERMOSO,LAMBAYEQUE,MONSEFU
200101,"CONSULTORIO ODONTOLOGICO ""LOZANO""",PIURA,PIURA
130107,ALTO MOCHE,LA LIBERTAD,MOCHE
150801,CONSULTORIO MEDICO SANTA ROSA Y TOMA DE MUESTRA,LIMA,HUACHO
050401,PUESTO DE SALUD CCACCAS,AYACUCHO,HUANTA
010120,QUITACHI,AMAZONAS,SOLOCO
060809,EL ESPINO,CAJAMARCA,SALLIQUE
150122,INSTITUTO DE MEDICINA FUNCIONAL E INTEGRAL S.A.C.-IMFEI S.A.C.,LIMA,MIRAFLORES
211205,APOROMA,PUNO,PHARA
110508,JOSE PEREZ MONZON,ICA,TUPAC AMARU INCA
060905,LA BALSA,CAJAMARCA,NAMBALLE
080902,BCT N° 314 - KEPASHIATO,CUSCO,ECHARATE
060304,SENDAMAL DE HUASMIN,CAJAMARCA,HUASMIN
160507,PUESTO DE SALUD I-1YUCURUCHI,LORETO,SAQUENA
080105,AVANT SALUD,CUSCO,SAN SEBASTIAN
150105,corfortdent,LIMA,BREÑA
130103,POLICLINICO SAN JOSEMARIA,LA LIBERTAD,FLORENCIA DE MORA
080101,MICROLAB,CUSCO,CUSCO
040129,POLICLINICO DIVINO NIÑO,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO
130104,VICTOR RAUL HAYA DE LA TORRE,LA LIBERTAD,HUANCHACO
130112,BARRIO 1,LA LIBERTAD,ALTO TRUJILLO
010701,LA PALMA,AMAZONAS,BAGUA GRANDE
060105,GALENO,CAJAMARCA,ENCAÑADA
040101,MEDICENTRO ARCANGEL - AREQUIPA 5,AREQUIPA,AREQUIPA
150103,POLICLINICO INTERNACIONAL,LIMA,ATE
080101,DRA.ELIANA OJEDA,CUSCO,CUSCO
200602,"LABORATORIO DE ANALISIS CLINICOS ""SAN ANTONIO"" S.A.C",PIURA,BELLAVISTA
200101,OPTICA LA UNICA VISION,PIURA,PIURA
080902,TRIO RIO,CUSCO,ECHARATE
110201,POLICLINICO SAN JOSE CHINCHA EIRL,ICA,CHINCHA ALTA
150128,"HOSPITAL PNP ""AUGUSTO B. LEGUIA""",LIMA,RIMAC
080105,ASPRECE CUSCO,CUSCO,SAN SEBASTIAN
120607,MIGUEL GRAU,JUNIN,RIO NEGRO
130602,LA MORADA,LA LIBERTAD,AGALLPAMPA
200101,MEDICOS ASOCIADOS SAN SEBASTIAN S.A.C.,PIURA,PIURA
150509,POSTA MEDICA UNIDAD CONDESTABLE,LIMA,MALA
150117,BEST SERVICE,LIMA,LOS OLIVOS
120606,LOS ÁNGELES DE EDEN,JUNIN,PANGOA
150131,OFTALMOLOGOS CONTRERAS  C.SCRL,LIMA,SAN ISIDRO
160108,SAMU GERESA LORETO.-CPCED,LORETO,PUNCHANA
090118,CLÍNICA HEALTH AND SAFETY OCCUPATIONAL,HUANCAVELICA,ASCENSION
200104,"CENTRO MEDICO OCUPACIONAL ""PODEROSO CAUTIVO"" E.I.R.L.",PIURA,CASTILLA
060109,SAN CRISTOBAL,CAJAMARCA,MAGDALENA
250201,POLICLINICO BIOSALUD ATALAYA E.I.R.L.,UCAYALI,RAIMONDI
040124,SERVICIOS MEDICOS LAY DOWN,AREQUIPA,UCHUMAYO
010609,NUEVO CHIRIMOTO,AMAZONAS,OMIA
200104,DENTAL  J&O,PIURA,CASTILLA
150130,INA SCAN,LIMA,SAN BORJA
150134,MEDICENTER SAN LUIS,LIMA,SAN LUIS
140301,CAPILLA SANTA ROSA LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE
080108,SALUD PSICOMED WANCHAQ,CUSCO,WANCHAQ
190305,SAN JOSE,PASCO,POZUZO
140101,Centro Médico SIPAN,LAMBAYEQUE,CHICLAYO
140311,SAN CARLOS,LAMBAYEQUE,SAN JOSE
180101,POLICLINICO SERSIMEDIC SAC,MOQUEGUA,MOQUEGUA
060101,MEDITRAN CAJAMARCA,CAJAMARCA,CAJAMARCA
150201,Laboratorio Clinico Medilab,LIMA,BARRANCA
010508,SAN PEDRO Y SAN PABLO,AMAZONAS,LONYA CHICO
200101,SOLEIL CENTRO MEDICO ESTETICO  S.A.C.,PIURA,PIURA
200101,CLINICA SOTOMAYOR SAC,PIURA,PIURA
150141,ESTETICA MCH,LIMA,SURQUILLO
160112,PIAS PUTUMAYO II,LORETO,BELEN
040126,CENTRO DE IMAGENES AREQUIPA E.I.R.L,AREQUIPA,YANAHUARA
150110,ELITE SALUD S.A.C.,LIMA,COMAS
120114,CENTRO GERIATRICO LOS TULIPANES,JUNIN,EL TAMBO
150118,TERRAZOS DENT,LIMA,LURIGANCHO
160112,AISPED LORETO NAUTA,LORETO,BELEN
150601,"CENTRO MÉDICO ""CASASOLA""",LIMA,HUARAL
150117,dental ardent,LIMA,LOS OLIVOS
100201,COCHAPATA,HUANUCO,AMBO
030301,MOLLOCCO,APURIMAC,ANTABAMBA
150130,CONSULTORIO ODONTOLOGICO POSADAS,LIMA,SAN BORJA
010101,OPTICA LATINA,AMAZONAS,CHACHAPOYAS
150120,CENTRO MEDICO MAPFRE - SEDE MAGDALENA,LIMA,MAGDALENA DEL MAR
010312,VILLA HERMOSA,AMAZONAS,YAMBRASBAMBA
230101,ESTETICA PLAST,TACNA,TACNA
160112,PIAS PUTUMAYO I,LORETO,BELEN
200101,"CENTRO MEDICO OCUPACIONAL ""PODEROSO CAUTIVO"" E.I.R.L.",PIURA,PIURA
160304,UNIDAD MEDICA PAVAYACU,LORETO,TROMPETEROS
021601,PUESTO DE SALUD VILCABAMBA,ANCASH,POMABAMBA
160305,UNIDAD MEDICA YANAYACU,LORETO,URARINAS
150120,POLICLINICO SAN MARTIN DE MAGDALENA,LIMA,MAGDALENA DEL MAR
100207,ACOBAMBA,HUANUCO,SAN RAFAEL
120101,CENTRO ODONTOLOGICO AMERICANO - HUANCAYO,JUNIN,HUANCAYO
150142,SISTEMA METROPOLITANO DE LA SOLIDARIDAD  SISOL VILLA EL SALVADOR,LIMA,VILLA EL SALVADOR
160401,JEABF-401 SANTA ROSA,LORETO,RAMON CASTILLA
110501,FLORES ARANGO WILLIAN YOEL,ICA,PISCO
160108,CLINICA YANAMONO,LORETO,PUNCHANA
130101,PACIFICO DEL NORTE SAC,LA LIBERTAD,TRUJILLO
140101,C.M.O RODRÍGUEZ,LAMBAYEQUE,CHICLAYO
150117,RENZULI,LIMA,LOS OLIVOS
090117,HUSNUPATA,HUANCAVELICA,YAULI
200101,LABORATORIO DE ANÁLISIS CLÍNICOS BIONALISIS PIURA S.A.C.,PIURA,PIURA
250102,TUPAC AMARU,UCAYALI,CAMPOVERDE
150110,CENTRO DE DIALISIS NEFRO CONTINENTE SAC,LIMA,COMAS
150142,DENTAL SAN FELIPE,LIMA,VILLA EL SALVADOR
220908,YACUCATINA,SAN MARTIN,JUAN GUERRA
030403,COLCA,APURIMAC,CARAYBAMBA
120107,AZAPAMPA,JUNIN,CHILCA
200101,MEDISALUD EIRL,PIURA,PIURA
150111,POLICLINICO PRIMAVERA,LIMA,EL AGUSTINO
150112,ODONTO SERVICES,LIMA,INDEPENDENCIA
110101,POLICLINICO CONDE DE NIEVA,ICA,ICA
200303,P.S TAMBILLO,PIURA,EL CARMEN DE LA FRONTERA
050616,PAMPA HUASI,AYACUCHO,SAN JUAN
080910,TAMBO DEL ENE,CUSCO,PICHARI
230301,PUESTO DE SALUD FUERTE ARICA,TACNA,LOCUMBA
200701,"CENTRO DE SALUD MENTAL COMUNITARIO ""SAN CLEMENTE""",PIURA,PARIÑAS
090709,ANTA,HUANCAVELICA,HUARIBAMBA
140101,ESTABLECIMIENTO DE SALUD SAN JORGE SAC,LAMBAYEQUE,CHICLAYO
080918,PITIRINQUINI,CUSCO,UNIÓN ASHANINKA
220704,MISHQUIYACU,SAN MARTIN,PILLUANA
150105,ODONTOESTEC,LIMA,BREÑA
221005,POSTA MEDICA SANTA LUCIA,SAN MARTIN,UCHIZA
040124,SERVICIOS MEDICOS CONCENTRADORA,AREQUIPA,UCHUMAYO
030605,PUESTO DE SALUD SACHAPUNA,APURIMAC,OCOBAMBA
160803,ANGUSILLA,LORETO,TENIENTE MANUEL CLAVERO
080902,PUGUIENTIMARI,CUSCO,ECHARATE
130902,NUEVO HUAYCHO,LA LIBERTAD,CHUGAY
060901,BAJO IHUAMACA,CAJAMARCA,SAN IGNACIO
210309,LECHEMAYO,PUNO,SAN GABAN
210107,SORAZA,PUNO,COATA
080105,VIRGEN GUADALUPE CUSCO,CUSCO,SAN SEBASTIAN
210111,INCHUPALLA,PUNO,PICHACANI
220604,SAN JUAN DEL CAÑO,SAN MARTIN,PACHIZA
070106,SOLIDARIO DE PACHACUTEC,CALLAO,VENTANILLA
110201,UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA SAC,ICA,CHINCHA ALTA
030501,PAMPURA,APURIMAC,TAMBOBAMBA
050706,PUESTO DE SALUD CHAICHA,AYACUCHO,PUYUSCA
050505,PUESTO DE SALUD MOLLEBAMBA,AYACUCHO,CHUNGUI
060801,POLICLÍNICO PERUANO CUBANO,CAJAMARCA,JAEN
010609,VISTA HERMOZA DE OMIA,AMAZONAS,OMIA
021808,PUESTO DE SALUD RINCONADA,ANCASH,SANTA
100605,ALTO SAN JUAN DE TULUMAYO,HUANUCO,LUYANDO
100113,SAN PEDRO DE PILLAO,HUANUCO,SAN PABLO DE PILLAO
150133,Consultorio Dental VitoDent,LIMA,SAN JUAN DE MIRAFLORES
160804,PUESTO DE SALUD I-2 REMANSO,LORETO,YAGUAS
150115,POLICLINICO JULIO C. TELLO,LIMA,LA VICTORIA
050116,"CENTRO DE SALUD MILITAR DE LA SEGUNDA BRIGADA DE INFANTERIA ""WARI""",AYACUCHO,ANDRES AVELINO CACERES D.
060701,EL ALUMBRE,CAJAMARCA,BAMBAMARCA
200104,CLINICA PREVENCION Y SALUD E.I.R.L.,PIURA,CASTILLA
010704,JOROBAMBA,AMAZONAS,EL MILAGRO
180301,SERVICIOS MEDICOS SAGRADO CORAZON EI.R.L.,MOQUEGUA,ILO
160108,BARRIO FLORIDO,LORETO,PUNCHANA
190201,TUNANCANCHA,PASCO,YANAHUANCA
150116,CENTRO MÉDICO ANTROPOSÓFICO,LIMA,LINCE
060903,PISAGUAS,CAJAMARCA,HUARANGO
150110,DOCTORA BRACKETS,LIMA,COMAS
021601,CENTRO DE ATENCION PRIMARIA II POMABAMBA,ANCASH,POMABAMBA
150809,CHIUCHIN,LIMA,SANTA LEONOR
010514,PIRCAPAMPA,AMAZONAS,PISUQUIA
110201,VILLA RICA,ICA,CHINCHA ALTA
160705,UWIJINT,LORETO,PASTAZA
040109,CLINICA J. PRADO SANTA MARIA E.I.R.L.,AREQUIPA,MARIANO MELGAR
150716,CENTRO DE SALUD MENTAL COMUNITARIO  SAN  ANTONIO,LIMA,SAN ANTONIO
120423,CANCHAPUNCO,JUNIN,PACCHA
100804,GOYAR PUNTA,HUANUCO,UMARI
120114,CONTINENTAL,JUNIN,EL TAMBO
090206,PUESTO DE SALUD CHOPCCAPAMPA,HUANCAVELICA,PAUCARA
140101,GLOBAL MEDIC,LAMBAYEQUE,CHICLAYO
060101,PURUAY ALTO,CAJAMARCA,CAJAMARCA
210106,PUESTO DE SALUD TACASAYA,PUNO,CHUCUITO
090117,PANTACHI NORTE,HUANCAVELICA,YAULI
060303,MUSADEN,CAJAMARCA,CORTEGANA
200207,PUESTO DE SALUD TONDOPA,PIURA,PAIMAS
040104,PLAN VITAL,AREQUIPA,CERRO COLORADO
040126,PUESTO DE SALUD SUMBAY - CHASQUIPAMPA,AREQUIPA,YANAHUARA
130101,NATCLAR TRUJILLO,LA LIBERTAD,TRUJILLO
080902,MATERIATO,CUSCO,ECHARATE
010612,EL DORADO,AMAZONAS,VISTA ALEGRE
150113,CONSULTORIO MEDICO ESPECIALIZADO ZUÑE,LIMA,JESUS MARIA
100804,HUANIN,HUANUCO,UMARI
150125,CONSULTORIO MEDICO,LIMA,PUENTE PIEDRA
060901,FRANCISCO BOLOGNESI,CAJAMARCA,SAN IGNACIO
060101,MEDITRAN PERU,CAJAMARCA,CAJAMARCA
150132,FRIMAJ DENT,LIMA,SAN JUAN DE LURIGANCHO
160802,IPRESS I-1 SAN FRANCISCO DE ERE,LORETO,ROSA PANDURO
100804,USHUMAYO,HUANUCO,UMARI
100110,YARUMAYO,HUANUCO,YARUMAYO
200204,PUESTO SALUD PILLO,PIURA,LAGUNAS
150105,INTEGRAL DENT PLUS,LIMA,BREÑA
010109,San Bartolome,AMAZONAS,LA JALCA
080101,MEDICUSCO,CUSCO,CUSCO
150123,MEDIDENT,LIMA,PACHACAMAC
010503,QUISQUIS,AMAZONAS,COCABAMBA
160304,P.S. TENIENTE LOPEZ,LORETO,TROMPETEROS
210502,PUESTO DE SALUD E.P CHALLAPALCA,PUNO,CAPASO
150113,CONSULTORIO PSICOLÓGICO JESUS MARIA,LIMA,JESUS MARIA
150113,MER THERAPY,LIMA,JESUS MARIA
150117,SALUD VIAL SEDE LOS OLIVOS,LIMA,LOS OLIVOS
150112,CONSULTORIO MEDICO,LIMA,INDEPENDENCIA
160202,P.S. I-1 ANTIOQUIA DE BALSAPUERTO,LORETO,BALSAPUERTO
150130,ST`YVES LÁSER MEDICINA Y CIRUGÍA ESTÉTICA,LIMA,SAN BORJA
040122,EP AREQUIPA,AREQUIPA,SOCABAYA
190113,CLÍNICA NATCLAR PASCO,PASCO,YANACANCHA
150601,CONSULTORIO MEDICO OBSTETRICO PRESMEDIC SAN JUAN BAUTISTA,LIMA,HUARAL
150117,CONSORCIO MEDICO SILVIA,LIMA,LOS OLIVOS
060901,IHUAMACA,CAJAMARCA,SAN IGNACIO
140101,ESTABLECIMIENTO PENAL PICSI - CHICLAYO,LAMBAYEQUE,CHICLAYO
150103,PREVEMEDICA,LIMA,ATE
050503,CENTRO MEDICO ESPECIALIZADO  “EMERGENCIAS VRAE S.A.C.”,AYACUCHO,AYNA
150131,BEAUBELLE,LIMA,SAN ISIDRO
130102,BERMANLAB,LA LIBERTAD,EL PORVENIR
040101,LABCLINICS AQP SAC,AREQUIPA,AREQUIPA
070101,UNIDAD MEDICA IMPALA PERU SAC,CALLAO,CALLAO
150130,ONCOSALUD,LIMA,SAN BORJA
200104,"CONSULTORIO OBSTETRICO ""LA PRIMAVERA""",PIURA,CASTILLA
040126,CONSULTORIO DENTAL SAN JOSE SAC,AREQUIPA,YANAHUARA
200404,PUESTO DE SALUD I-1 PIURA LA VIEJA,PIURA,LA MATANZA
060805,CAJONES,CAJAMARCA,HUABAL
120604,GLORIABAMBA,JUNIN,MAZAMARI
110506,LA ESPERANZA,ICA,SAN ANDRES
150110,FISIOSERVICE E.I.R.L.,LIMA,COMAS
250105,POSTA SANITARIA DE MISION SUIZA,UCAYALI,YARINACOCHA
050505,PUESTO DE SALUD BELEN CHAPI,AYACUCHO,CHUNGUI
211101,COLLANA JULIACA,PUNO,JULIACA
200105,OPTICA VILENS  E.I.R.L,PIURA,CATACAOS
150135,"CONSULTORIO MEDICO Y ANALISIS CLINICO ""DUEÑAS""",LIMA,SAN MARTIN DE PORRES
150132,DENTAL LENI,LIMA,SAN JUAN DE LURIGANCHO
200101,CLINICA DENTAL ARTEAGA - CLINDENTART,PIURA,PIURA
070105,CONSULTORIOS MÉDICOS MUNICIPALES MONSEÑOR LUIS VALLEJOS SANTONI,CALLAO,LA PUNTA
160703,PUESTO DE SALUD I-2 SANTA ROSA DE SARAMIRIZA,LORETO,MANSERICHE
010110,PLAZAPAMPA,AMAZONAS,LEIMEBAMBA
060805,LA HUACA,CAJAMARCA,HUABAL
200101,CLINICA ALTA GRACIA,PIURA,PIURA
021909,PUESTO DE SALUD PARIASHPAMPA,ANCASH,SAN JUAN
150117,RENACER CELULAS MADRE,LIMA,LOS OLIVOS
101001,TUPAC AMARU,HUANUCO,JESUS
250106,NUEVO PIURA,UCAYALI,NUEVA REQUENA
150602,BAÑOS,LIMA,ATAVILLOS ALTO
150142,consultorios Mia SAC,LIMA,VILLA EL SALVADOR
110103,PARIÑA CHICO,ICA,LOS AQUIJES
110201,PLUS VIDA CHINCHA,ICA,CHINCHA ALTA
131104,SIMBRON,LA LIBERTAD,SAYAPULLO
060701,QUENGO RIO BAJO,CAJAMARCA,BAMBAMARCA
210504,ENFERMERIA DE LA ESCUELA DE MONTAÑA,PUNO,SANTA ROSA
010312,YAMBRASBAMBA,AMAZONAS,YAMBRASBAMBA
081205,HUARA HUARA,CUSCO,CCATCA
150140,PUESTO DE SALUD LAS DUNAS,LIMA,SANTIAGO DE SURCO
010606,SHUCUSH,AMAZONAS,LONGAR
060111,HUANICO,CAJAMARCA,NAMORA
160108,BAP RIO YAVARI,LORETO,PUNCHANA
160704,"BATALLÓN DE SELVA ""CORONEL ALFONZO UGARTE VERNAL  "" N° 47- NUEVA BARRANCA",LORETO,MORONA
151002,POSTA MEDICA YAURICOCHA,LIMA,ALIS
040101,POLICLINICO PARTICULAR SANTA PATRICIA EIRL,AREQUIPA,AREQUIPA
200101,CENTRO INTEGRAL DE DIAGNOSTICO Y TRATAMIENTO DE ENFERMEDADES RENALES E.I.R.L.,PIURA,PIURA
110211,TAMBO DE MORA,ICA,TAMBO DE MORA
010609,LEGIA CHICO,AMAZONAS,OMIA
080101,MUNICIPAL CUSCO,CUSCO,CUSCO
160605,PUESTO DE SALUD I-1 HUAÑUNA,LORETO,SARAYACU
080108,VIRGEN INMACULADA CUSCO,CUSCO,WANCHAQ
140201,CENTRO MEDICO CICSA,LAMBAYEQUE,FERREÑAFE
150116,CENTRO MEDICO EPSIMEDIC,LIMA,LINCE
020801,PUESTO DE SALUD CASA BLANCA,ANCASH,CASMA
100603,RIO AZUL,HUANUCO,HERMILIO VALDIZAN
210401,SANTIAGO MUCHO CHAMBILLA,PUNO,JULI
150101,SERVIMEDIC S.P.S,LIMA,LIMA
150122,CIRMAX,LIMA,MIRAFLORES
210902,SUCUNI JAPISI,PUNO,CONIMA
160403,"BATALLÓN DE SELVA ""SOLDADO REYNALDO BARTRA DIAZ "" N° 525- NUEVA JERUSALEN DEL ERENE",LORETO,YAVARI
010307,SAN JERONIMO,AMAZONAS,JAZAN
160210,P.S. I-1 ACHUAL TIPISCHA,LORETO,SANTA CRUZ
170203,BOCA AMIGO,MADRE DE DIOS,MADRE DE DIOS
040126,HOSPITAL III YANAHUARA,AREQUIPA,YANAHUARA
100113,SANTA ISABEL,HUANUCO,SAN PABLO DE PILLAO
140312,LOS BANCES,LAMBAYEQUE,TUCUME
060801,CONSULTORIO MEDICO OBSTETRICO SEÑOR DE LUREN,CAJAMARCA,JAEN
040110,MEDICENTRO ARCANGEL,AREQUIPA,MIRAFLORES
150716,PEDRO ABRAHAM LOPEZ GUILLEN,LIMA,SAN ANTONIO
190305,SANTA  VIRGINIA,PASCO,POZUZO
100507,PUESTO DE SALUD CASHAPAMPA,HUANUCO,MONZON
010706,SANTA ROSA DE JAIPE,AMAZONAS,LONYA GRANDE
100307,TINGO CHICO,HUANUCO,CHUQUIS
210807,ICHUCAHUA,PUNO,ORURILLO
150113,MEDICINA FÍSICA Y REHABILITACIÓN JESUS MARIA,LIMA,JESUS MARIA
210102,SULLCACATURA,PUNO,ACORA
211004,JANANSAYA,PUNO,QUILCAPUNCU
110201,FAMISALUD,ICA,CHINCHA ALTA
160211,P.S. I-1 SAN MIGUEL DE TENIENTE CESAR LOPEZ ROJAS,LORETO,TENIENTE CESAR LOPEZ ROJAS
190106,CHUNQUIPATA,PASCO,PALLANCHACRA
010203,SANTA CRUZ DE MOROCHAL,AMAZONAS,COPALLIN
210110,SAN MARTIN DE PORRES YANICO,PUNO,PAUCARCOLLA
150120,HOME TOTAL CARE,LIMA,MAGDALENA DEL MAR
120606,SAN JOSE DE MIRAFLORES,JUNIN,PANGOA
120416,UCHUBAMBA,JUNIN,MASMA
210403,CALLAZA,PUNO,HUACULLANI
090114,CONAICASA,HUANCAVELICA,PALCA
120135,LA NUEVA LIBERTAD DE PUNTO,JUNIN,SANTO DOMINGO DE ACOBAMBA
210402,SANTA CRUZ AYRIHUAS,PUNO,DESAGUADERO
100111,CENTRO MEDICO EL BUEN SAMARITANO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,HUANUCO,PILLCO MARCA
030202,SAN JUAN DE MIRAFLORES,APURIMAC,ANDARAPA
211101,CLINICA INTERNACIONAL NACER,PUNO,JULIACA
150103,OBGYR - CENTRO GINECOLÓGICO,LIMA,ATE
200104,PREVENIR CENTRO MEDICO Y ODONTOLOGICO,PIURA,CASTILLA
061103,GORDILLOS,CAJAMARCA,CALQUIS
190113,CENTRO MÉDICO DEL TRANSPORTISTA,PASCO,YANACANCHA
080106,MIR SALUD,CUSCO,SANTIAGO
101005,HUACARCOCHA,HUANUCO,RONDOS
040101,CITEM S.A.C.,AREQUIPA,AREQUIPA
250304,VIRGEN DEL CARMEN,UCAYALI,NESHUYA
110505,PLUSPETROL,ICA,PARACAS
030218,SAN JUAN DE OCCOLLO,APURIMAC,TURPO
220504,NUEVO TOCACHE,SAN MARTIN,CAYNARACHI
020101,CENTRO MEDICO OLIDENT CLINIC SAC,ANCASH,HUARAZ
200115,CENTRO PASTORAL SAN VICENTE DE PAUL,PIURA,VEINTISEIS DE OCTUBRE
010301,LAS PALMAS,AMAZONAS,JUMBILLA
150805,CENTRO MEDICO Y DENTAL SAN BARTOLOME,LIMA,HUALMAY
150130,CENTRO DE DIALISIS RENEXA,LIMA,SAN BORJA
150115,POSTA MÉDICA CONSTRUCCIÓN CIVIL,LIMA,LA VICTORIA
150116,SALUD VIAL,LIMA,LINCE
160606,IPRESS SHETEVO,LORETO,VARGAS GUERRA
160601,IPRESS LIBERTADOR,LORETO,CONTAMANA
110108,COLLAZOS,ICA,SALAS
200104,CENTRO OFTALMOLOGICO DSC,PIURA,CASTILLA
090607,PELAPATA,HUANCAVELICA,PILPICHACA
160108,CONSULTORIO MÉDICO OBSTÉTRICO VIDA Y SALUD,LORETO,PUNCHANA
090103,PATOCCOCHA,HUANCAVELICA,ACORIA
210303,TAYPE,PUNO,AYAPATA
150112,CLINICA JESUS DEL NORTE,LIMA,INDEPENDENCIA
200115,NORSALUD,PIURA,VEINTISEIS DE OCTUBRE
080105,MEDFIS,CUSCO,SAN SEBASTIAN
040516,S.G. NATCLAR S.A.C.,AREQUIPA,TAPAY
200101,CENTRO DENTAL KIRU HAMPY KAMAYOQ,PIURA,PIURA
150117,POLYDENT,LIMA,LOS OLIVOS
120114,MC ODONTOMEDIC,JUNIN,EL TAMBO
061002,PUESTO DE SALUD POMARONGO,CAJAMARCA,CHANCAY
230101,CENTRO DE SALUD MENTAL COMUNITARIO VILLA DEL NORTE,TACNA,TACNA
120606,LOS MANANTIALES,JUNIN,PANGOA
200101,COSMEDENT S.R.L,PIURA,PIURA
211101,"""AP CENTROS MEDICOS CUYO CUYO E.I.R.L.",PUNO,JULIACA
150135,MEDVIDA SALUD E.I.R.L.,LIMA,SAN MARTIN DE PORRES
200115,PREVENTU SALUD,PIURA,VEINTISEIS DE OCTUBRE
150131,JOSE GUSTAVO CAMINO CARRILLO DE ALBORNOZ,LIMA,SAN ISIDRO
120606,CENTRO SAURENI,JUNIN,PANGOA
080408,COMBAPATA YANATILE,CUSCO,YANATILE
160201,P.S. I-1 VILLA HERMOSA DE YURIMAGUAS,LORETO,YURIMAGUAS
160604,PUESTO DE SALUD I-2 SANGAMAYO - ALTO PAUYA,LORETO,PAMPA HERMOSA
190308,PUERTO LAGARTO,PASCO,CONSTITUCION
150101,NEFROGOLF,LIMA,LIMA
120114,CLINICA MEDICO QUIRURGICO HUANCAYO,JUNIN,EL TAMBO
150117,CEDIPTEL,LIMA,LOS OLIVOS
190307,CENTRO MEDICO DE VILLA RICA,PASCO,VILLA RICA
200104,"CLINICA DOCENTE ESTOMATOLOGICA UNIVERSIDAD ""ALAS PERUANAS""",PIURA,CASTILLA
160301,PUESTO DE SALUD I-1 SAN JUAN DE PURITANIA,LORETO,NAUTA
160101,BOTICA DEL AHORRO,LORETO,IQUITOS
150811,"Posta Médica ""SANTA ROSA""",LIMA,SAYAN
160108,CONSULTORIO SONRISAS,LORETO,PUNCHANA
150601,POSTA MEDICA RIO SECO,LIMA,HUARAL
200104,BM CORPORACION OFTALMOLOGICA E.I.R.L.,PIURA,CASTILLA
080101,SOEMA,CUSCO,CUSCO
040101,DISTRIBUIDORA  OPTICA SAC,AREQUIPA,AREQUIPA
150143,CONSULTORIO ODONTOLOGICO ESPECIALIZADO VMT,LIMA,VILLA MARIA DEL TRIUNFO
150140,CONSULTORIO ODONTOLOGICO JARANDILLA,LIMA,SANTIAGO DE SURCO
190305,CUSHI,PASCO,POZUZO
150135,CENTRO DE SALUD MESA REDONDA,LIMA,SAN MARTIN DE PORRES
080101,ONCOMED,CUSCO,CUSCO
040101,CENTRO ATENCIÓN PRIMARIA UNSA - CERRO COLORADO,AREQUIPA,AREQUIPA
140112,WORLD LAB,LAMBAYEQUE,PIMENTEL
080101,DR. VICTOR PAREDES,CUSCO,CUSCO
070102,CENTRO MEDICO SAN JUDAS TADEO SEDE NARANJAL - ESCUELA DE CHOFERES SAC,CALLAO,BELLAVISTA
230101,AREA DE SALUD E.P. TACNA,TACNA,TACNA
200601,SERMEDIQ G&B EIRL,PIURA,SULLANA
070101,CONSULTORIO ODONTOLOGICO CANO,CALLAO,CALLAO
160112,PIAS NAPO,LORETO,BELEN
221001,NUEVO BAMBAMARCA,SAN MARTIN,TOCACHE
080101,CASA DEL DIABETICO,CUSCO,CUSCO
150801,CENTRO DE ODONTOPEDIATRÍA DIAZ SAC,LIMA,HUACHO
130101,MEDIC JURIS SERVICES PREMIUN,LA LIBERTAD,TRUJILLO
060805,SANTA ROSA DE HUABAL,CAJAMARCA,HUABAL
080108,ANGLOLAB S.A.,CUSCO,WANCHAQ
150116,FLEBOMEDIC,LIMA,LINCE
150108,ODONTOCENTER,LIMA,CHORRILLOS
